,prj_name,duong,xa,huyen,tinh,ref_xa_code,ref_huyen_code,ref_tinh_code,area,pn,price,source,unit_price
16277,garden-court-1,nan,phuong-tan-phong,quan-7,thanh-pho-ho-chi-minh,195697,182215,180175,140.0,3,6800000000.0,bds,48571428.571428575
16286,ecolife-capitol,duong-to-huu,phuong-trung-van,quan-nam-tu-liem,thanh-pho-ha-noi,195378,150671,148873,74.0,2,3700000000.0,bds,50000000.0
16292,d22-bo-tu-lenh-bien-phong,pho-tran-binh,phuong-mai-dich,quan-cau-giay,thanh-pho-ha-noi,195293,149252,148873,74.0,2,2750000000.0,bds,37162162.16216216
16294,le-grand-jardin-sai-dong,duong-huynh-van-nghe,phuong-sai-dong,quan-long-bien,thanh-pho-ha-noi,195286,150530,148873,77.0,2,3600000000.0,bds,46753246.753246754
16295,nan,nan,phuong-tan-dong-hiep,thanh-pho-di-an,tinh-binh-duong,728780,728081,345944,40.0,1,700000000.0,bds,17500000.0
16298,an-lac-phung-khoang,duong-phung-khoang,phuong-trung-van,quan-nam-tu-liem,thanh-pho-ha-noi,195378,150671,148873,106.0,3,3500000000.0,bds,33018867.9245283
16300,the-rainbow-vinhomes-grand-park,duong-nguyen-xien,phuong-long-thanh-my,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772604,772629,180175,30.0,-1,1150000000.0,bds,38333333.333333336
16301,the-zen-residence,duong-phap-van,phuong-yen-so,quan-hoang-mai,thanh-pho-ha-noi,195353,150379,148873,75.0,2,3450000000.0,bds,46000000.0
16303,happy-one-central,duong-30-4-1,phuong-phu-hoa,thanh-pho-thu-dau-mot,tinh-binh-duong,359356,346308,345944,67.0,2,2800000000.0,bds,41791044.7761194
16304,vinhomes-grand-park,duong-nguyen-xien,phuong-long-thanh-my,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772604,772629,180175,78.9,2,4750000000.0,bds,60202788.339670464
16305,khu-do-thi-yen-hoa,pho-trung-kinh,phuong-yen-hoa,quan-cau-giay,thanh-pho-ha-noi,195297,149252,148873,85.0,2,3800000000.0,bds,44705882.35294118
16306,sunrise-city,duong-nguyen-huu-tho,phuong-tan-hung,quan-7,thanh-pho-ho-chi-minh,195692,182215,180175,125.0,3,5700000000.0,bds,45600000.0
16307,the-terra-an-hung,duong-to-huu,phuong-duong-noi,quan-ha-dong,thanh-pho-ha-noi,195413,149779,148873,140.0,4,6450000000.0,bds,46071428.571428575
16308,brg-diamond-residence,duong-le-van-luong,phuong-nhan-chinh,quan-thanh-xuan,thanh-pho-ha-noi,195354,150965,148873,104.0,3,6000000000.0,bds,57692307.692307696
16309,brg-diamond-residence,duong-le-van-luong,phuong-nhan-chinh,quan-thanh-xuan,thanh-pho-ha-noi,195354,150965,148873,104.0,3,6136000000.0,bds,59000000.0
16312,bcons-city,duong-thong-nhat,phuong-di-an,thanh-pho-di-an,tinh-binh-duong,728777,728081,345944,53.0,2,1700000000.0,bds,32075471.698113207
16315,berriver-long-bien,duong-nguyen-van-cu-1,phuong-bo-de,quan-long-bien,thanh-pho-ha-noi,195285,150530,148873,101.0,3,4570000000.0,bds,45247524.75247525
16317,d22-bo-tu-lenh-bien-phong,pho-tran-binh,phuong-mai-dich,quan-cau-giay,thanh-pho-ha-noi,195293,149252,148873,70.0,2,2500000000.0,bds,35714285.71428572
16318,the-manor-tp-ho-chi-minh,duong-nguyen-huu-canh,phuong-22,quan-binh-thanh,thanh-pho-ho-chi-minh,195525,184576,180175,60.0,1,3600000000.0,bds,60000000.0
16319,the-manor-tp-ho-chi-minh,duong-nguyen-huu-canh,phuong-22,quan-binh-thanh,thanh-pho-ho-chi-minh,195525,184576,180175,72.0,2,4100000000.0,bds,56944444.44444445
16322,tecco-garden,duong-tu-hiep,xa-tu-hiep,huyen-thanh-tri,thanh-pho-ha-noi,195384,152474,148873,127.0,-1,3365500000.0,bds,26500000.0
16327,the-sapphire-residence,duong-ben-doan,phuong-hong-gai,thanh-pho-ha-long,tinh-quang-ninh,354520,225834,225833,98.0,3,4250000000.0,bds,43367346.93877551
16328,vinhomes-smart-city,nan,phuong-tay-mo,quan-nam-tu-liem,thanh-pho-ha-noi,195374,150671,148873,33.0,1,1200000000.0,bds,36363636.36363637
16329,moonlight-park-view,duong-so-7,phuong-an-lac-a,quan-binh-tan,thanh-pho-ho-chi-minh,195688,184894,180175,66.0,2,2900000000.0,bds,43939393.93939394
16331,ecolife-tay-ho,nan,phuong-xuan-la,quan-tay-ho,thanh-pho-ha-noi,195273,150889,148873,88.0,3,4200000000.0,bds,47727272.72727273
16334,the-vista-an-phu,duong-xa-lo-ha-noi,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,142.0,3,7000000000.0,bds,49295774.64788733
16337,xi-grand-court,pho-ly-thuong-kiet,phuong-14,quan-10,thanh-pho-ho-chi-minh,195590,183017,180175,109.0,3,7800000000.0,bds,71559633.02752294
16339,celadon-city,duong-n1,phuong-son-ky,quan-tan-phu,thanh-pho-ho-chi-minh,195545,184080,180175,114.0,3,4050000000.0,bds,35526315.78947368
16342,chelsea-residences,duong-tran-kim-xuyen,phuong-yen-hoa,quan-cau-giay,thanh-pho-ha-noi,195297,149252,148873,118.0,3,7500000000.0,bds,63559322.0338983
16343,celadon-city,duong-n1,phuong-son-ky,quan-tan-phu,thanh-pho-ho-chi-minh,195545,184080,180175,84.0,2,3750000000.0,bds,44642857.14285714
16345,lotus-garden,duong-trinh-dinh-thao,phuong-hoa-thanh,quan-tan-phu,thanh-pho-ho-chi-minh,195551,184080,180175,55.0,1,2100000000.0,bds,38181818.18181818
16348,ha-noi-center-point,pho-hoang-dao-thuy,phuong-nhan-chinh,quan-thanh-xuan,thanh-pho-ha-noi,195354,150965,148873,64.0,2,3000000000.0,bds,46875000.0
16349,him-lam-cho-lon,duong-hau-giang,phuong-11,quan-6,thanh-pho-ho-chi-minh,195655,182066,180175,102.0,2,4400000000.0,bds,43137254.90196078
16350,legacy-prime,duong-thuan-giao-25,phuong-thuan-giao,thanh-pho-thuan-an,tinh-binh-duong,359427,345945,345944,35.0,1,900000000.0,bds,25714285.714285713
16352,him-lam-cho-lon,duong-hau-giang,phuong-11,quan-6,thanh-pho-ho-chi-minh,195655,182066,180175,102.0,-1,4300000000.0,bds,42156862.74509804
16353,ehome-southgate,duong-dt-830,xa-an-thanh-3,huyen-cu-lao-dung,tinh-soc-trang,360695,348891,348886,63.0,2,1300000000.0,bds,20634920.634920634
16354,fpt-city-da-nang,duong-vo-chi-cong,phuong-hoa-hai,quan-ngu-hanh-son,thanh-pho-da-nang,357487,277900,277892,82.0,3,1950000000.0,bds,23780487.80487805
16356,gateway-vung-tau,duong-3-2-2,phuong-nguyen-an-ninh,thanh-pho-vung-tau,tinh-ba-ria---vung-tau,359623,324279,322861,73.9,2,2400000000.0,bds,32476319.35047361
16358,dic-phoenix,duong-3-2-2,phuong-nguyen-an-ninh,thanh-pho-vung-tau,tinh-ba-ria---vung-tau,359623,324279,322861,69.0,2,1900000000.0,bds,27536231.884057973
16359,dic-phoenix,duong-3-2-2,phuong-nguyen-an-ninh,thanh-pho-vung-tau,tinh-ba-ria---vung-tau,359623,324279,322861,51.0,1,1600000000.0,bds,31372549.019607842
16360,gateway-vung-tau,duong-3-2-2,phuong-nguyen-an-ninh,thanh-pho-vung-tau,tinh-ba-ria---vung-tau,359623,324279,322861,77.0,2,2350000000.0,bds,30519480.51948052
16361,khu-can-ho-sacomreal-584,duong-luy-ban-bich,phuong-phu-tho-hoa,quan-tan-phu,thanh-pho-ho-chi-minh,195548,184080,180175,82.0,2,2550000000.0,bds,31097560.975609757
16365,nan,nan,phuong-11,quan-6,thanh-pho-ho-chi-minh,195655,182066,180175,102.0,-1,4500000000.0,bds,44117647.058823526
16367,chung-cu-ct36-xuan-la,duong-xuan-la,phuong-xuan-la,quan-tay-ho,thanh-pho-ha-noi,195273,150889,148873,75.0,2,3700000000.0,bds,49333333.333333336
16368,khu-do-thi-moi-cau-giay,duong-dich-vong,phuong-yen-hoa,quan-cau-giay,thanh-pho-ha-noi,195297,149252,148873,107.0,3,5300000000.0,bds,49532710.280373834
16370,sun-grand-city,duong-thuy-khue,phuong-thuy-khue,quan-tay-ho,thanh-pho-ha-noi,195276,150889,148873,123.0,3,9800000000.0,bds,79674796.74796748
16372,can-ho-citi-alto,duong-nguyen-thi-dinh,phuong-cat-lai,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772619,772629,180175,53.0,2,1720000000.0,bds,32452830.188679244
16373,seasons-avenue,nan,phuong-mo-lao,quan-ha-dong,thanh-pho-ha-noi,195400,149779,148873,75.0,2,3800000000.0,bds,50666666.666666664
16375,vista-verde,duong-phan-van-dang,phuong-thanh-my-loi,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772620,772629,180175,83.0,2,5300000000.0,bds,63855421.686746985
16378,geleximco-southern-star,duong-giai-phong,phuong-giap-bat,quan-hoang-mai,thanh-pho-ha-noi,195348,150379,148873,62.0,2,3100000000.0,bds,50000000.0
16380,yen-hoa-condominium,duong-yen-hoa,phuong-yen-hoa,quan-cau-giay,thanh-pho-ha-noi,195297,149252,148873,80.0,2,3200000000.0,bds,40000000.0
16381,the-sang-residence,duong-pham-kiet,phuong-khue-my,quan-ngu-hanh-son,thanh-pho-da-nang,357485,277900,277892,82.5,2,3780000000.0,bds,45818181.81818182
16382,masteri-west-heights,nan,phuong-tay-mo,quan-nam-tu-liem,thanh-pho-ha-noi,195374,150671,148873,82.0,3,5040000000.0,bds,61463414.63414634
16383,the-sakura-vinhomes-smart-city,nan,phuong-dai-mo,quan-nam-tu-liem,thanh-pho-ha-noi,195377,150671,148873,56.0,2,2780000000.0,bds,49642857.14285714
16386,la-casa,duong-hoang-quoc-viet,phuong-phu-thuan,quan-7,thanh-pho-ho-chi-minh,195695,182215,180175,86.0,2,2800000000.0,bds,32558139.534883723
16387,khu-phuc-hop-152-dien-bien-phu,duong-dien-bien-phu,phuong-25,quan-binh-thanh,thanh-pho-ho-chi-minh,195513,184576,180175,72.0,2,4350000000.0,bds,60416666.666666664
16389,bamboo-airways-tower,duong-cau-giay,phuong-dich-vong,quan-cau-giay,thanh-pho-ha-noi,195294,149252,148873,115.0,3,6800000000.0,bds,59130434.782608695
16392,legacy-prime,duong-thuan-giao-25,phuong-thuan-giao,thanh-pho-thuan-an,tinh-binh-duong,359427,345945,345944,42.0,2,1000000000.0,bds,23809523.80952381
16395,riverpark-premier,duong-nguyen-duc-canh,phuong-tan-phong,quan-7,thanh-pho-ho-chi-minh,195697,182215,180175,133.0,3,10800000000.0,bds,81203007.518797
16396,the-origami-vinhomes-grand-park,duong-nguyen-xien,phuong-long-thanh-my,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772604,772629,180175,92.0,3,3600000000.0,bds,39130434.782608695
16398,king-palace,duong-nguyen-trai,phuong-thuong-dinh,quan-thanh-xuan,thanh-pho-ha-noi,195355,150965,148873,105.0,3,5200000000.0,bds,49523809.52380952
16400,khu-do-thi-moi-xa-la,duong-xa-la,phuong-phuc-la,quan-ha-dong,thanh-pho-ha-noi,195407,149779,148873,76.0,2,2050000000.0,bds,26973684.210526317
16401,tabudec-plaza,duong-phan-trong-tue,xa-ta-thanh-oai,huyen-thanh-tri,thanh-pho-ha-noi,195381,152474,148873,74.0,2,2200000000.0,bds,29729729.72972973
16404,khu-do-thi-moi-xa-la,duong-xa-la,phuong-phuc-la,quan-ha-dong,thanh-pho-ha-noi,195407,149779,148873,58.0,2,1590000000.0,bds,27413793.103448275
16405,hh4-linh-dam,duong-linh-duong,phuong-hoang-liet,quan-hoang-mai,thanh-pho-ha-noi,195352,150379,148873,62.0,2,1650000000.0,bds,26612903.225806452
16409,chung-cu-dai-thanh,duong-phan-trong-tue,xa-ta-thanh-oai,huyen-thanh-tri,thanh-pho-ha-noi,195381,152474,148873,60.0,2,1560000000.0,bds,26000000.0
16412,chung-cu-pcc1-trieu-khuc,duong-trieu-khuc,phuong-thanh-xuan-nam,quan-thanh-xuan,thanh-pho-ha-noi,195363,150965,148873,82.0,3,4700000000.0,bds,57317073.17073171
16414,one-verandah-mapletree,duong-bat-nan,phuong-thanh-my-loi,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772620,772629,180175,80.0,2,5300000000.0,bds,66250000.0
16417,green-view,duong-nguyen-luong-bang-1,phuong-tan-phu,quan-7,thanh-pho-ho-chi-minh,195696,182215,180175,120.0,3,5000000000.0,bds,41666666.666666664
16420,the-view-riviera-point,duong-huynh-tan-phat,phuong-tan-phu,quan-7,thanh-pho-ho-chi-minh,195696,182215,180175,105.0,2,5600000000.0,bds,53333333.333333336
16421,vinhomes-gardenia,duong-ham-nghi,phuong-cau-dien,quan-nam-tu-liem,thanh-pho-ha-noi,195369,150671,148873,110.0,2,6000000000.0,bds,54545454.54545455
16422,central-field-trung-kinh,pho-trung-kinh,phuong-yen-hoa,quan-cau-giay,thanh-pho-ha-noi,195297,149252,148873,85.0,3,5000000000.0,bds,58823529.4117647
16424,bcons-garden,pho-ly-thuong-kiet,phuong-di-an,thanh-pho-di-an,tinh-binh-duong,728777,728081,345944,45.0,2,1500000000.0,bds,33333333.333333332
16428,chung-cu-song-da-7,duong-tu-mo,phuong-trung-hoa,quan-cau-giay,thanh-pho-ha-noi,195298,149252,148873,96.0,2,4100000000.0,bds,42708333.333333336
16430,green-valley,duong-ton-dat-tien,phuong-tan-phu,quan-7,thanh-pho-ho-chi-minh,195696,182215,180175,96.0,2,5200000000.0,bds,54166666.666666664
16431,masteri-centre-point,duong-nguyen-xien,phuong-long-thanh-my,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772604,772629,180175,74.0,2,4180000000.0,bds,56486486.48648649
16435,chung-cu-tdc-hoang-cau,pho-hoang-cau,phuong-o-cho-dua,quan-dong-da,thanh-pho-ha-noi,195303,149387,148873,55.0,2,3250000000.0,bds,59090909.09090909
16438,hei-tower,nan,phuong-nhan-chinh,quan-thanh-xuan,thanh-pho-ha-noi,195354,150965,148873,130.0,3,5650000000.0,bds,43461538.461538464
16439,khu-do-thi-kim-van-kim-lu-golden-silk,duong-nghiem-xuan-yem,phuong-dai-kim,quan-hoang-mai,thanh-pho-ha-noi,195345,150379,148873,45.0,1,1340000000.0,bds,29777777.777777776
16442,vc7-housing-complex,duong-ho-tung-mau,phuong-phu-dien,quan-bac-tu-liem,thanh-pho-ha-noi,195397,149087,148873,189.0,4,5481000000.0,bds,29000000.0
16443,sunrise-city,duong-nguyen-huu-tho,phuong-tan-hung,quan-7,thanh-pho-ho-chi-minh,195692,182215,180175,106.0,2,5200000000.0,bds,49056603.7735849
16447,the-art,duong-do-xuan-hop,phuong-phuoc-long-b,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772609,772629,180175,66.0,2,2280000000.0,bds,34545454.54545455
16449,sun-cosmo-residence,duong-tran-thi-ly,phuong-my-an,quan-ngu-hanh-son,thanh-pho-da-nang,357484,277900,277892,40.0,1,2600000000.0,bds,65000000.0
16453,eco-green-city,duong-nguyen-xien,xa-tan-trieu,huyen-thanh-tri,thanh-pho-ha-noi,195379,152474,148873,67.0,2,2750000000.0,bds,41044776.11940298
16455,chung-cu-282-nguyen-huy-tuong,duong-nguyen-huy-tuong,phuong-thanh-xuan-bac,quan-thanh-xuan,thanh-pho-ha-noi,195362,150965,148873,100.0,3,4200000000.0,bds,42000000.0
16456,an-gia-garden,duong-tan-ky-tan-quy,phuong-tan-son-nhi,quan-tan-phu,thanh-pho-ho-chi-minh,195543,184080,180175,63.0,2,2500000000.0,bds,39682539.68253968
16457,sakura-tower,duong-vu-trong-phung,phuong-thanh-xuan-trung,quan-thanh-xuan,thanh-pho-ha-noi,195358,150965,148873,84.4,2,3650000000.0,bds,43246445.49763033
16460,royal-city,duong-nguyen-trai,phuong-thuong-dinh,quan-thanh-xuan,thanh-pho-ha-noi,195355,150965,148873,109.0,2,6970000000.0,bds,63944954.128440365
16462,the-link-345-ct1,nan,phuong-dong-ngac,quan-bac-tu-liem,thanh-pho-ha-noi,195388,149087,148873,114.0,3,6200000000.0,bds,54385964.9122807
16465,chung-cu-mt-eastmark-city,duong-vanh-dai-3,phuong-long-truong,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772605,772629,180175,63.4,2,2400000000.0,bds,37854889.58990537
16468,parcspring,duong-nguyen-duy-trinh,phuong-binh-trung-dong,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772617,772629,180175,68.0,2,2500000000.0,bds,36764705.88235294
16470,khu-do-thi-my-dinh-song-da-sudico,duong-pham-hung,phuong-my-dinh-1,quan-nam-tu-liem,thanh-pho-ha-noi,195372,150671,148873,100.0,3,3600000000.0,bds,36000000.0
16471,the-manor-ha-noi,duong-me-tri,phuong-my-dinh-1,quan-nam-tu-liem,thanh-pho-ha-noi,195372,150671,148873,216.0,4,10600000000.0,bds,49074074.074074075
16472,ha-noi-center-point,pho-hoang-dao-thuy,phuong-nhan-chinh,quan-thanh-xuan,thanh-pho-ha-noi,195354,150965,148873,46.5,1,2700000000.0,bds,58064516.12903226
16474,vinhomes-gardenia,duong-ham-nghi,phuong-cau-dien,quan-nam-tu-liem,thanh-pho-ha-noi,195369,150671,148873,74.18,2,4200000000.0,bds,56619034.78026421
16477,can-ho-riva-park,duong-nguyen-tat-thanh,phuong-18,quan-4,thanh-pho-ho-chi-minh,195626,181665,180175,82.0,2,3700000000.0,bds,45121951.219512194
16479,the-sapphire-residence,duong-ben-doan,phuong-hong-gai,thanh-pho-ha-long,tinh-quang-ninh,354520,225834,225833,77.0,2,2800000000.0,bds,36363636.36363637
16480,green-park-tran-thu-do,duong-tran-thu-do,phuong-hoang-liet,quan-hoang-mai,thanh-pho-ha-noi,195352,150379,148873,82.0,2,3200000000.0,bds,39024390.24390244
16484,vinhomes-central-park,duong-dien-bien-phu,phuong-22,quan-binh-thanh,thanh-pho-ho-chi-minh,195525,184576,180175,79.0,2,6550000000.0,bds,82911392.40506329
16485,lumiere-riverside,duong-xa-lo-ha-noi,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,93.0,3,11800000000.0,bds,126881720.43010753
16486,the-emerald-golf-view,duong-dai-lo-binh-duong,phuong-lai-thieu,thanh-pho-thuan-an,tinh-binh-duong,359425,345945,345944,51.0,1,2080000000.0,bds,40784313.7254902
16489,hoang-huy-grand-tower,duong-so-dau,phuong-so-dau,quan-hong-bang,thanh-pho-hai-phong,195764,152793,152792,57.0,1,1500000000.0,bds,26315789.47368421
16492,golden-park-tower,duong-duong-dinh-nghe,phuong-yen-hoa,quan-cau-giay,thanh-pho-ha-noi,195297,149252,148873,102.5,3,5200000000.0,bds,50731707.317073174
16494,the-vista-an-phu,duong-xa-lo-ha-noi,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,139.0,3,10000000000.0,bds,71942446.04316546
16497,hoang-anh-thanh-binh,duong-d4,phuong-tan-hung,quan-7,thanh-pho-ho-chi-minh,195692,182215,180175,117.0,3,3350000000.0,bds,28632478.632478632
16498,hoang-anh-thanh-binh,duong-d4,phuong-tan-hung,quan-7,thanh-pho-ho-chi-minh,195692,182215,180175,100.0,2,3650000000.0,bds,36500000.0
16505,new-lavida,duong-dt-743c,phuong-tan-dong-hiep,thanh-pho-di-an,tinh-binh-duong,728780,728081,345944,62.0,2,1900000000.0,bds,30645161.29032258
16506,the-sparks,nan,phuong-duong-noi,quan-ha-dong,thanh-pho-ha-noi,195413,149779,148873,62.0,2,1850000000.0,bds,29838709.677419353
16507,saigonhomes,duong-huong-lo-2,phuong-binh-tri-dong-a,quan-binh-tan,thanh-pho-ho-chi-minh,195683,184894,180175,48.0,1,1500000000.0,bds,31250000.0
16508,celadon-city,duong-n1,phuong-son-ky,quan-tan-phu,thanh-pho-ho-chi-minh,195545,184080,180175,96.0,2,5200000000.0,bds,54166666.666666664
16510,park-view-residence-duong-noi,duong-to-huu,phuong-duong-noi,quan-ha-dong,thanh-pho-ha-noi,195413,149779,148873,72.0,2,2250000000.0,bds,31250000.0
16511,khu-do-thi-moi-duong-noi,duong-to-huu,phuong-duong-noi,quan-ha-dong,thanh-pho-ha-noi,195413,149779,148873,107.0,3,2990000000.0,bds,27943925.233644858
16513,khu-do-thi-moi-duong-noi,duong-to-huu,phuong-duong-noi,quan-ha-dong,thanh-pho-ha-noi,195413,149779,148873,123.0,3,2700000000.0,bds,21951219.51219512
16516,chung-cu-an-hoa,nan,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,64.0,2,3000000000.0,bds,46875000.0
16517,khu-do-thi-van-khe,nan,phuong-la-khe,quan-ha-dong,thanh-pho-ha-noi,195405,149779,148873,91.0,2,2600000000.0,bds,28571428.57142857
16519,the-park-home,duong-thanh-thai,phuong-dich-vong,quan-cau-giay,thanh-pho-ha-noi,195294,149252,148873,160.0,4,8500000000.0,bds,53125000.0
16521,the-zenpark,duong-dong-du-1,xa-duong-xa,huyen-gia-lam,thanh-pho-ha-noi,151556,151480,148873,83.0,2,3300000000.0,bds,39759036.144578315
16522,golden-field-my-dinh,nan,phuong-cau-dien,quan-nam-tu-liem,thanh-pho-ha-noi,195369,150671,148873,91.0,3,3650000000.0,bds,40109890.10989011
16524,hateco-hoang-mai,nan,phuong-yen-so,quan-hoang-mai,thanh-pho-ha-noi,195353,150379,148873,90.0,3,2690000000.0,bds,29888888.888888888
16525,vincom-center-ba-trieu,pho-ba-trieu,phuong-le-dai-hanh,quan-hai-ba-trung,thanh-pho-ha-noi,195325,149556,148873,84.0,2,6800000000.0,bds,80952380.95238096
16526,kdt-lang-quoc-te-thang-long,duong-tran-dang-ninh,phuong-dich-vong,quan-cau-giay,thanh-pho-ha-noi,195294,149252,148873,110.8,3,4819800000.0,bds,43500000.0
16528,luxury-park-views,duong-pham-van-bach,phuong-yen-hoa,quan-cau-giay,thanh-pho-ha-noi,195297,149252,148873,128.35,4,7500000000.0,bds,58433969.614335805
16532,sunrise-city-view,duong-nguyen-huu-tho,phuong-tan-hung,quan-7,thanh-pho-ho-chi-minh,195692,182215,180175,38.0,-1,1750000000.0,bds,46052631.578947365
16544,vinhomes-smart-city,nan,phuong-tay-mo,quan-nam-tu-liem,thanh-pho-ha-noi,195374,150671,148873,32.0,-1,1350000000.0,bds,42187500.0
16545,asiana-capella,nan,phuong-10,quan-6,thanh-pho-ho-chi-minh,195662,182066,180175,50.33,1,2550000000.0,bds,50665606.99384065
16546,hh3-linh-dam,duong-linh-duong,phuong-hoang-liet,quan-hoang-mai,thanh-pho-ha-noi,195352,150379,148873,48.0,2,1220000000.0,bds,25416666.666666668
16548,ctm-building-299-cau-giay,duong-cau-giay,phuong-dich-vong,quan-cau-giay,thanh-pho-ha-noi,195294,149252,148873,72.0,2,3250000000.0,bds,45138888.88888889
16553,golden-park-tower,duong-pham-van-bach,phuong-yen-hoa,quan-cau-giay,thanh-pho-ha-noi,195297,149252,148873,103.5,3,5300000000.0,bds,51207729.46859904
16554,vinhomes-ocean-park-gia-lam,nan,xa-duong-xa,huyen-gia-lam,thanh-pho-ha-noi,151556,151480,148873,33.7,1,1300000000.0,bds,38575667.65578635
16559,my-khang,duong-nguyen-luong-bang-1,phuong-tan-phu,quan-7,thanh-pho-ho-chi-minh,195696,182215,180175,120.0,3,4300000000.0,bds,35833333.333333336
16561,tecco-felice-tower,duong-dt-474,xa-hoi-nghia,thi-xa-tan-uyen,tinh-binh-duong,359408,346092,345944,61.0,2,1030000000.0,bds,16885245.901639346
16569,fpt-city-da-nang,duong-vo-chi-cong,phuong-hoa-hai,quan-ngu-hanh-son,thanh-pho-da-nang,357487,277900,277892,68.0,2,1900000000.0,bds,27941176.470588237
16571,ocean-vista,duong-nguyen-dinh-chieu,phuong-ham-tien,thanh-pho-phan-thiet,tinh-binh-thuan,358373,318636,318635,138.0,2,4100000000.0,bds,29710144.92753623
16575,khu-do-thi-thanh-ha-muong-thanh,nan,phuong-kien-hung,quan-ha-dong,thanh-pho-ha-noi,195410,149779,148873,70.0,2,1400000000.0,bds,20000000.0
16578,eurowindow-multi-complex,duong-tran-duy-hung,phuong-trung-hoa,quan-cau-giay,thanh-pho-ha-noi,195298,149252,148873,96.3,2,5000000000.0,bds,51921079.95846314
16580,sunshine-city,nan,phuong-dong-ngac,quan-bac-tu-liem,thanh-pho-ha-noi,195388,149087,148873,100.0,3,5500000000.0,bds,55000000.0
16581,sai-gon-gateway,duong-xa-lo-ha-noi,phuong-hiep-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772601,772629,180175,65.0,2,1550000000.0,bds,23846153.846153848
16582,imperia-smart-city,duong-dai-lo-thang-long,phuong-tay-mo,quan-nam-tu-liem,thanh-pho-ha-noi,195374,150671,148873,76.0,3,3400000000.0,bds,44736842.10526316
16585,bcons-garden,duong-pham-huu-lau,phuong-di-an,thanh-pho-di-an,tinh-binh-duong,728777,728081,345944,45.0,2,1260000000.0,bds,28000000.0
16586,chung-cu-57-vu-trong-phung,duong-vu-trong-phung,phuong-thanh-xuan-trung,quan-thanh-xuan,thanh-pho-ha-noi,195358,150965,148873,108.0,3,3900000000.0,bds,36111111.11111111
16587,cc1-ha-do-parkside,pho-khuc-thua-du,phuong-dich-vong,quan-cau-giay,thanh-pho-ha-noi,195294,149252,148873,80.0,2,4000000000.0,bds,50000000.0
16590,zenity,duong-vo-van-kiet,phuong-cau-kho,quan-1,thanh-pho-ho-chi-minh,195455,180176,180175,95.0,2,7700000000.0,bds,81052631.57894737
16591,fuji-residence,duong-do-xuan-hop,phuong-phuoc-long-b,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772609,772629,180175,56.0,1,1870000000.0,bds,33392857.14285714
16592,imperia-sky-garden,duong-minh-khai,phuong-vinh-tuy,quan-hai-ba-trung,thanh-pho-ha-noi,195334,149556,148873,103.0,3,6300000000.0,bds,61165048.54368932
16593,ehome-2,duong-do-xuan-hop,phuong-phuoc-long-b,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772609,772629,180175,73.0,2,1920000000.0,bds,26301369.8630137
16595,ehome-2,duong-do-xuan-hop,phuong-phuoc-long-b,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772609,772629,180175,65.0,2,1650000000.0,bds,25384615.384615384
16596,kikyo-residence,duong-do-xuan-hop,phuong-phuoc-long-b,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772609,772629,180175,68.0,2,2800000000.0,bds,41176470.5882353
16597,ocean-vista,duong-nguyen-dinh-chieu,phuong-ham-tien,thanh-pho-phan-thiet,tinh-binh-thuan,358373,318636,318635,140.0,3,4200000000.0,bds,30000000.0
16598,kikyo-residence,duong-do-xuan-hop,phuong-phuoc-long-b,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772609,772629,180175,56.0,1,2000000000.0,bds,35714285.71428572
16599,ehome-2,duong-do-xuan-hop,phuong-phuoc-long-b,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772609,772629,180175,55.0,2,1550000000.0,bds,28181818.181818184
16600,pho-dong-residences,duong-truong-luu,phuong-phuoc-long-b,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772609,772629,180175,66.0,2,1580000000.0,bds,23939393.939393938
16601,rose-town,duong-ngoc-hoi,phuong-hoang-liet,quan-hoang-mai,thanh-pho-ha-noi,195352,150379,148873,93.0,3,3600000000.0,bds,38709677.41935484
16602,lumiere-riverside,duong-xa-lo-ha-noi,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,53.0,1,5100000000.0,bds,96226415.09433962
