,prj_name,duong,xa,huyen,tinh,ref_xa_code,ref_huyen_code,ref_tinh_code,area,pn,price,source,unit_price
16603,lumiere-riverside,duong-xa-lo-ha-noi,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,53.0,1,5200000000.0,bds,98113207.5471698
16604,goldseason,duong-nguyen-tuan,phuong-thanh-xuan-trung,quan-thanh-xuan,thanh-pho-ha-noi,195358,150965,148873,90.0,3,4870000000.0,bds,54111111.11111111
16605,one-verandah-mapletree,duong-bat-nan,phuong-thanh-my-loi,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772620,772629,180175,80.0,2,5200000000.0,bds,65000000.0
16606,ehome-2,duong-do-xuan-hop,phuong-phuoc-long-b,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772609,772629,180175,66.0,2,1750000000.0,bds,26515151.515151516
16607,cao-oc-pho-dong-hoa-sen,duong-d6,phuong-phuoc-long-b,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772609,772629,180175,80.0,2,1900000000.0,bds,23750000.0
16608,the-rainbow-vinhomes-grand-park,duong-nguyen-xien,phuong-long-thanh-my,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772604,772629,180175,47.0,1,1800000000.0,bds,38297872.34042553
16609,the-zenpark,duong-dong-du-1,xa-duong-xa,huyen-gia-lam,thanh-pho-ha-noi,151556,151480,148873,76.0,2,3000000000.0,bds,39473684.21052632
16612,fuji-residence,duong-do-xuan-hop,phuong-phuoc-long-b,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772609,772629,180175,66.0,2,2300000000.0,bds,34848484.84848485
16613,khu-do-thi-moi-linh-dam,nan,phuong-hoang-liet,quan-hoang-mai,thanh-pho-ha-noi,195352,150379,148873,46.0,2,1350000000.0,bds,29347826.086956523
16616,hong-ha-tower,duong-thinh-liet,phuong-thinh-liet,quan-hoang-mai,thanh-pho-ha-noi,195350,150379,148873,82.0,3,2550000000.0,bds,31097560.975609757
16617,the-era-town,duong-pham-huu-lau,phuong-phu-my,quan-7,thanh-pho-ho-chi-minh,195698,182215,180175,85.0,2,1790000000.0,bds,21058823.529411763
16618,the-krista,duong-nguyen-duy-trinh,phuong-binh-trung-dong,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772617,772629,180175,102.0,3,4300000000.0,bds,42156862.74509804
16619,the-krista,duong-nguyen-duy-trinh,phuong-binh-trung-dong,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772617,772629,180175,102.0,3,4400000000.0,bds,43137254.90196078
16623,the-beverly-vinhomes-grand-park,duong-phuoc-thien,phuong-long-thanh-my,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772604,772629,180175,35.0,-1,2080000000.0,bds,59428571.428571425
16624,the-garden-hills-99-tran-binh,pho-tran-binh,phuong-my-dinh-2,quan-nam-tu-liem,thanh-pho-ha-noi,195373,150671,148873,80.6,2,3500000000.0,bds,43424317.61786601
16626,city-tower,duong-dai-lo-binh-duong,phuong-hung-dinh,thanh-pho-thuan-an,tinh-binh-duong,359429,345945,345944,60.0,2,1100000000.0,bds,18333333.333333332
16628,vinhomes-central-park,duong-dien-bien-phu,phuong-22,quan-binh-thanh,thanh-pho-ho-chi-minh,195525,184576,180175,126.0,3,14000000000.0,bds,111111111.1111111
16632,lumiere-riverside,duong-xa-lo-ha-noi,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,77.0,2,6700000000.0,bds,87012987.01298702
16633,lumiere-riverside,duong-xa-lo-ha-noi,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,96.0,3,11800000000.0,bds,122916666.66666667
16637,the-rivana,duong-quoc-lo-13,phuong-vinh-phu,thanh-pho-thuan-an,tinh-binh-duong,359433,345945,345944,50.12,1,1690000000.0,bds,33719074.22186752
16640,him-lam-phu-an,duong-thuy-loi,phuong-phuoc-long-a,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772608,772629,180175,70.0,2,2500000000.0,bds,35714285.71428572
16642,iris-garden,duong-tran-huu-duc,phuong-cau-dien,quan-nam-tu-liem,thanh-pho-ha-noi,195369,150671,148873,102.0,3,4400000000.0,bds,43137254.90196078
16644,vinhomes-green-bay-me-tri,duong-dai-lo-thang-long,phuong-me-tri,quan-nam-tu-liem,thanh-pho-ha-noi,195375,150671,148873,65.5,2,4100000000.0,bds,62595419.847328246
16646,vinhomes-green-bay-me-tri,duong-dai-lo-thang-long,phuong-me-tri,quan-nam-tu-liem,thanh-pho-ha-noi,195375,150671,148873,48.6,2,2700000000.0,bds,55555555.55555555
16648,star-city-le-van-luong,duong-le-van-luong,phuong-nhan-chinh,quan-thanh-xuan,thanh-pho-ha-noi,195354,150965,148873,79.0,2,2700000000.0,bds,34177215.18987342
16651,the-manor-ha-noi,duong-me-tri,phuong-my-dinh-1,quan-nam-tu-liem,thanh-pho-ha-noi,195372,150671,148873,125.0,2,6100000000.0,bds,48800000.0
16653,thap-doanh-nhan-tower,duong-thanh-binh,phuong-mo-lao,quan-ha-dong,thanh-pho-ha-noi,195400,149779,148873,60.0,2,1800000000.0,bds,30000000.0
16654,indochina-plaza-hanoi,duong-xuan-thuy,phuong-dich-vong-hau,quan-cau-giay,thanh-pho-ha-noi,195295,149252,148873,110.0,3,6500000000.0,bds,59090909.09090909
16656,eco-lake-view,duong-dai-tu,phuong-dai-kim,quan-hoang-mai,thanh-pho-ha-noi,195345,150379,148873,114.0,3,4500000000.0,bds,39473684.21052632
16657,the-manor-tp-ho-chi-minh,duong-nguyen-huu-canh,phuong-22,quan-binh-thanh,thanh-pho-ho-chi-minh,195525,184576,180175,165.0,3,10500000000.0,bds,63636363.63636363
16660,chung-cu-x2-dai-kim,duong-tran-hoa,phuong-dai-kim,quan-hoang-mai,thanh-pho-ha-noi,195345,150379,148873,107.0,3,3580000000.0,bds,33457943.925233644
16661,can-ho-ricca-quan-9,duong-go-cat,phuong-phu-huu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772606,772629,180175,55.0,2,1630000000.0,bds,29636363.636363637
16662,vinhomes-grand-park,nan,phuong-long-thanh-my,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772604,772629,180175,63.0,2,3000000000.0,bds,47619047.61904762
16664,the-vista-an-phu,duong-xa-lo-ha-noi,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,235.0,4,15000000000.0,bds,63829787.234042555
16665,the-vista-an-phu,duong-xa-lo-ha-noi,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,142.0,3,9000000000.0,bds,63380281.69014084
16666,the-vista-an-phu,duong-xa-lo-ha-noi,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,101.0,2,6350000000.0,bds,62871287.12871287
16669,the-zen-residence,duong-phap-van,phuong-yen-so,quan-hoang-mai,thanh-pho-ha-noi,195353,150379,148873,55.0,2,2500000000.0,bds,45454545.45454545
16671,discovery-complex,duong-cau-giay,phuong-dich-vong,quan-cau-giay,thanh-pho-ha-noi,195294,149252,148873,157.0,3,7500000000.0,bds,47770700.63694268
16672,a10-a14-nam-trung-yen,nan,phuong-yen-hoa,quan-cau-giay,thanh-pho-ha-noi,195297,149252,148873,95.0,3,4950000000.0,bds,52105263.15789474
16676,vinhomes-ocean-park-gia-lam,nan,xa-duong-xa,huyen-gia-lam,thanh-pho-ha-noi,151556,151480,148873,59.1,2,1700000000.0,bds,28764805.41455161
16678,chung-cu-vien-103,duong-yen,xa-tan-trieu,huyen-thanh-tri,thanh-pho-ha-noi,195379,152474,148873,112.0,3,3000000000.0,bds,26785714.285714287
16679,n01-t8-ngoai-giao-doan,nan,phuong-xuan-tao,quan-bac-tu-liem,thanh-pho-ha-noi,195393,149087,148873,93.3,2,6060000000.0,bds,64951768.48874598
16680,the-one-residence-gamuda-garden,duong-phap-van,phuong-yen-so,quan-hoang-mai,thanh-pho-ha-noi,195353,150379,148873,81.0,3,3000000000.0,bds,37037037.03703704
16681,n03-t2-ngoai-giao-doan,nan,phuong-xuan-dinh,quan-bac-tu-liem,thanh-pho-ha-noi,195392,149087,148873,171.0,3,9063000000.0,bds,53000000.0
16683,chung-cu-30-pham-van-dong,duong-pham-van-dong,phuong-dich-vong-hau,quan-cau-giay,thanh-pho-ha-noi,195295,149252,148873,63.0,2,2730000000.0,bds,43333333.333333336
16685,charmington-la-pointe,duong-cao-thang,phuong-12,quan-10,thanh-pho-ho-chi-minh,195591,183017,180175,31.0,1,1500000000.0,bds,48387096.77419355
16687,vinhomes-west-point,duong-do-duc-duc,phuong-me-tri,quan-nam-tu-liem,thanh-pho-ha-noi,195375,150671,148873,70.0,2,3800000000.0,bds,54285714.28571428
16688,thao-dien-green,duong-nguyen-van-huong,phuong-thao-dien,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772622,772629,180175,120.0,3,19000000000.0,bds,158333333.33333334
16689,the-vista-an-phu,duong-xa-lo-ha-noi,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,177.0,-1,15000000000.0,bds,84745762.71186441
16691,chung-cu-han-jardin,duong-nguyen-van-huyen,phuong-xuan-tao,quan-bac-tu-liem,thanh-pho-ha-noi,195393,149087,148873,100.0,4,6500000000.0,bds,65000000.0
16692,risemount-apartment-da-nang,duong-nhu-nguyet,phuong-thuan-phuoc,quan-hai-chau,thanh-pho-da-nang,357465,277893,277892,76.3,2,4700000000.0,bds,61598951.50720839
16694,the-vista-an-phu,duong-xa-lo-ha-noi,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,153.0,3,9000000000.0,bds,58823529.4117647
16696,the-vista-an-phu,duong-xa-lo-ha-noi,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,101.0,2,5500000000.0,bds,54455445.54455446
16697,q2-thao-dien,duong-xa-lo-ha-noi,phuong-thao-dien,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772622,772629,180175,100.0,3,12500000000.0,bds,125000000.0
16698,sunshine-city,nan,phuong-dong-ngac,quan-bac-tu-liem,thanh-pho-ha-noi,195388,149087,148873,80.0,2,3400000000.0,bds,42500000.0
16699,mandarin-garden,duong-hoang-minh-giam,phuong-trung-hoa,quan-cau-giay,thanh-pho-ha-noi,195298,149252,148873,128.0,3,8199999999.999999,bds,64062499.99999999
16700,the-vista-an-phu,duong-xa-lo-ha-noi,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,101.0,2,6500000000.0,bds,64356435.64356436
16702,tropic-garden,duong-66-1,phuong-thao-dien,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772622,772629,180175,112.0,3,5800000000.0,bds,51785714.28571428
16703,tropic-garden,duong-66-1,phuong-thao-dien,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772622,772629,180175,279.0,4,18900000000.0,bds,67741935.48387097
16705,tropic-garden,duong-66-1,phuong-thao-dien,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772622,772629,180175,230.0,-1,16500000000.0,bds,71739130.43478261
16706,tropic-garden,duong-66-1,phuong-thao-dien,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772622,772629,180175,100.0,3,5500000000.0,bds,55000000.0
16707,celadon-city,duong-n1,phuong-son-ky,quan-tan-phu,thanh-pho-ho-chi-minh,195545,184080,180175,228.0,3,12000000000.0,bds,52631578.94736842
16708,ct3-tay-nam-linh-dam,duong-linh-duong,phuong-hoang-liet,quan-hoang-mai,thanh-pho-ha-noi,195352,150379,148873,58.0,2,2500000000.0,bds,43103448.27586207
16709,celadon-city,duong-n1,phuong-son-ky,quan-tan-phu,thanh-pho-ho-chi-minh,195545,184080,180175,84.0,3,2850000000.0,bds,33928571.428571425
16710,khu-dan-cu-sai-gon-moi,duong-huynh-tan-phat,thi-tran-nha-be,huyen-nha-be,thanh-pho-ho-chi-minh,195748,186702,180175,54.0,1,1100000000.0,bds,20370370.37037037
16711,rose-town,duong-ngoc-hoi,phuong-hoang-liet,quan-hoang-mai,thanh-pho-ha-noi,195352,150379,148873,88.0,3,3550000000.0,bds,40340909.09090909
16712,can-ho-nhat-lan-3,duong-quoc-lo-1a,phuong-tan-tao-a,quan-binh-tan,thanh-pho-ho-chi-minh,195686,184894,180175,48.0,-1,1300000000.0,bds,27083333.333333332
16713,the-vista-an-phu,duong-xa-lo-ha-noi,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,135.0,3,7700000000.0,bds,57037037.03703704
16714,celadon-city,duong-n1,phuong-son-ky,quan-tan-phu,thanh-pho-ho-chi-minh,195545,184080,180175,98.0,3,4000000000.0,bds,40816326.530612245
16716,ecolife-capitol,duong-to-huu,phuong-trung-van,quan-nam-tu-liem,thanh-pho-ha-noi,195378,150671,148873,103.0,3,4250000000.0,bds,41262135.9223301
16719,le-thanh-tan-tao,nan,phuong-tan-tao,quan-binh-tan,thanh-pho-ho-chi-minh,195685,184894,180175,37.5,2,550000000.0,bds,14666666.666666666
16720,indochina-plaza-hanoi,duong-xuan-thuy,phuong-dich-vong-hau,quan-cau-giay,thanh-pho-ha-noi,195295,149252,148873,93.0,2,5100000000.0,bds,54838709.67741936
16721,kdt-tay-ho-tay-starlake-ha-noi,nan,phuong-xuan-la,quan-tay-ho,thanh-pho-ha-noi,195273,150889,148873,101.0,2,8800000000.0,bds,87128712.87128712
16722,flamingo-cat-ba-beach-resort,nan,thi-tran-cat-ba,huyen-cat-hai,thanh-pho-hai-phong,154285,154284,152792,44.6,-1,3350000000.0,bds,75112107.62331839
16723,scenia-bay-nha-trang,duong-pham-van-dong,phuong-vinh-hai,thanh-pho-nha-trang,tinh-khanh-hoa,358184,336201,336200,45.0,1,1850000000.0,bds,41111111.11111111
16724,yen-hoa-condominium,duong-yen-hoa,phuong-yen-hoa,quan-cau-giay,thanh-pho-ha-noi,195297,149252,148873,75.0,2,3200000000.0,bds,42666666.666666664
16725,hoang-cau-skyline,pho-hoang-cau,phuong-o-cho-dua,quan-dong-da,thanh-pho-ha-noi,195303,149387,148873,85.0,2,5600000000.0,bds,65882352.941176474
16726,vinhomes-green-bay-me-tri,duong-dai-lo-thang-long,phuong-me-tri,quan-nam-tu-liem,thanh-pho-ha-noi,195375,150671,148873,64.0,2,3500000000.0,bds,54687500.0
16730,khu-do-thi-nam-trung-yen,duong-nguyen-chanh,phuong-trung-hoa,quan-cau-giay,thanh-pho-ha-noi,195298,149252,148873,59.0,2,2400000000.0,bds,40677966.10169491
16731,the-minato-residence,nan,phuong-vinh-niem,quan-le-chan,thanh-pho-hai-phong,195800,153030,152792,99.0,3,4970000000.0,bds,50202020.202020206
16732,lancaster-ha-noi,duong-nui-truc,phuong-giang-vo,quan-ba-dinh,thanh-pho-ha-noi,195250,148874,148873,45.0,1,2900000000.0,bds,64444444.44444445
16733,lavita-thuan-an,duong-nguyen-thi-minh-khai,phuong-thuan-giao,thanh-pho-thuan-an,tinh-binh-duong,359427,345945,345944,41.18,-1,1550000000.0,bds,37639630.88878096
16734,thong-nhat-complex,duong-nguyen-tuan,phuong-thanh-xuan-trung,quan-thanh-xuan,thanh-pho-ha-noi,195358,150965,148873,125.0,3,5800000000.0,bds,46400000.0
16735,khu-do-thi-nam-trung-yen,duong-nguyen-chanh,phuong-trung-hoa,quan-cau-giay,thanh-pho-ha-noi,195298,149252,148873,64.0,2,2850000000.0,bds,44531250.0
16738,khu-do-thi-moi-linh-dam,nan,phuong-hoang-liet,quan-hoang-mai,thanh-pho-ha-noi,195352,150379,148873,56.0,2,1800000000.0,bds,32142857.14285714
16739,moonlight-boulevard,duong-kinh-duong-vuong,phuong-an-lac-a,quan-binh-tan,thanh-pho-ho-chi-minh,195688,184894,180175,69.0,2,2750000000.0,bds,39855072.46376812
16740,vinhomes-west-point,duong-pham-hung,phuong-me-tri,quan-nam-tu-liem,thanh-pho-ha-noi,195375,150671,148873,139.0,4,9500000000.0,bds,68345323.7410072
16747,bcons-garden,duong-pham-huu-lau,phuong-di-an,thanh-pho-di-an,tinh-binh-duong,728777,728081,345944,56.0,2,1350000000.0,bds,24107142.85714286
16748,lumiere-riverside,duong-xa-lo-ha-noi,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,78.0,2,8000000000.0,bds,102564102.56410256
16750,zenity,duong-vo-van-kiet,phuong-cau-kho,quan-1,thanh-pho-ho-chi-minh,195455,180176,180175,94.0,2,7900000000.0,bds,84042553.19148937
16751,the-zen-residence,duong-phap-van,phuong-yen-so,quan-hoang-mai,thanh-pho-ha-noi,195353,150379,148873,158.0,-1,9700000000.0,bds,61392405.06329114
16752,pandora-53-trieu-khuc,duong-trieu-khuc,phuong-thanh-xuan-nam,quan-thanh-xuan,thanh-pho-ha-noi,195363,150965,148873,83.0,2,3650000000.0,bds,43975903.61445783
16754,bcons-garden,duong-pham-huu-lau,phuong-di-an,thanh-pho-di-an,tinh-binh-duong,728777,728081,345944,43.0,2,1250000000.0,bds,29069767.441860463
16757,garden-court-1,duong-ton-dat-tien,phuong-tan-phong,quan-7,thanh-pho-ho-chi-minh,195697,182215,180175,129.0,3,8600000000.0,bds,66666666.666666664
16758,vinhomes-ocean-park-gia-lam,nan,xa-duong-xa,huyen-gia-lam,thanh-pho-ha-noi,151556,151480,148873,70.5,2,2200000000.0,bds,31205673.75886525
16760,khu-do-thi-moi-resco,duong-pham-van-dong,phuong-co-nhue-2,quan-bac-tu-liem,thanh-pho-ha-noi,195396,149087,148873,118.0,3,4000000000.0,bds,33898305.084745765
16761,riverside-garden,pho-vu-tong-phan,phuong-khuong-dinh,quan-thanh-xuan,thanh-pho-ha-noi,195361,150965,148873,70.0,2,3400000000.0,bds,48571428.571428575
16763,celadon-city,duong-n1,phuong-son-ky,quan-tan-phu,thanh-pho-ho-chi-minh,195545,184080,180175,97.0,3,3070000000.0,bds,31649484.536082473
16767,the-legend-tower-109-nguyen-tuan,duong-nguyen-tuan,phuong-thanh-xuan-trung,quan-thanh-xuan,thanh-pho-ha-noi,195358,150965,148873,112.0,3,6950000000.0,bds,62053571.428571425
16771,vinhomes-smart-city,nan,phuong-tay-mo,quan-nam-tu-liem,thanh-pho-ha-noi,195374,150671,148873,32.0,1,1300000000.0,bds,40625000.0
16772,golden-land-5,nan,phuong-dong-quoc-binh,quan-ngo-quyen,thanh-pho-hai-phong,195785,153181,152792,56.0,2,860000000.0,bds,15357142.857142856
16773,can-ho-ct4-vcn-phuoc-hai,duong-4,phuong-phuoc-hai,thanh-pho-nha-trang,tinh-khanh-hoa,358193,336201,336200,93.5,3,3000000000.0,bds,32085561.497326203
16774,home-city-trung-kinh,pho-trung-kinh,phuong-yen-hoa,quan-cau-giay,thanh-pho-ha-noi,195297,149252,148873,71.0,2,3700000000.0,bds,52112676.05633803
16775,vinhomes-ocean-park-gia-lam,nan,xa-duong-xa,huyen-gia-lam,thanh-pho-ha-noi,151556,151480,148873,58.7,2,1780000000.0,bds,30323679.727427598
16777,celadon-city,duong-n1,phuong-son-ky,quan-tan-phu,thanh-pho-ho-chi-minh,195545,184080,180175,70.0,2,2500000000.0,bds,35714285.71428572
16778,lexington-residence,duong-mai-chi-tho,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,73.0,2,3150000000.0,bds,43150684.93150685
16779,khu-dan-cu-hai-thanh-ten-lua,duong-ten-lua,phuong-binh-tri-dong-b,quan-binh-tan,thanh-pho-ho-chi-minh,195684,184894,180175,64.0,2,2100000000.0,bds,32812500.0
16781,khu-do-thi-nam-thang-long-ciputra,duong-nguyen-hoang-ton,phuong-xuan-la,quan-tay-ho,thanh-pho-ha-noi,195273,150889,148873,123.0,3,4200000000.0,bds,34146341.46341463
16783,bcons-garden,duong-pham-huu-lau,phuong-di-an,thanh-pho-di-an,tinh-binh-duong,728777,728081,345944,42.7,2,1500000000.0,bds,35128805.620608896
16785,luxgarden,duong-nguyen-van-quy,phuong-phu-thuan,quan-7,thanh-pho-ho-chi-minh,195695,182215,180175,84.0,3,2750000000.0,bds,32738095.23809524
16786,sai-gon-gateway,duong-xa-lo-ha-noi,phuong-hiep-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772601,772629,180175,68.0,2,1800000000.0,bds,26470588.23529412
16789,the-legend-tower-109-nguyen-tuan,duong-nguyen-tuan,phuong-thanh-xuan-trung,quan-thanh-xuan,thanh-pho-ha-noi,195358,150965,148873,107.0,3,7400000000.0,bds,69158878.5046729
16790,luxgarden,duong-nguyen-van-quy,phuong-phu-thuan,quan-7,thanh-pho-ho-chi-minh,195695,182215,180175,77.0,2,2550000000.0,bds,33116883.116883118
16791,sai-gon-gateway,duong-xa-lo-ha-noi,phuong-hiep-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772601,772629,180175,66.0,2,1800000000.0,bds,27272727.272727273
16792,chelsea-park,pho-trung-kinh,phuong-yen-hoa,quan-cau-giay,thanh-pho-ha-noi,195297,149252,148873,100.0,2,4350000000.0,bds,43500000.0
16794,celadon-city,duong-n1,phuong-son-ky,quan-tan-phu,thanh-pho-ho-chi-minh,195545,184080,180175,110.0,3,3970000000.0,bds,36090909.09090909
16798,the-nassim-thao-dien,duong-11-1,phuong-thao-dien,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772622,772629,180175,141.6,3,14800000000.0,bds,104519774.01129945
16799,home-city-trung-kinh,pho-trung-kinh,phuong-yen-hoa,quan-cau-giay,thanh-pho-ha-noi,195297,149252,148873,98.0,3,5200000000.0,bds,53061224.489795916
16800,lumiere-riverside,duong-xa-lo-ha-noi,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,96.4,3,10500000000.0,bds,108921161.82572614
16804,vinhomes-ocean-park-gia-lam,nan,xa-duong-xa,huyen-gia-lam,thanh-pho-ha-noi,151556,151480,148873,46.7,1,1440000000.0,bds,30835117.77301927
16805,masteri-centre-point,duong-nguyen-xien,phuong-long-thanh-my,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772604,772629,180175,50.0,1,3200000000.0,bds,64000000.0
16806,chung-cu-an-lac-my-dinh,duong-luu-huu-phuoc,phuong-my-dinh-1,quan-nam-tu-liem,thanh-pho-ha-noi,195372,150671,148873,90.0,3,3200000000.0,bds,35555555.55555555
16807,riviera-point,duong-huynh-tan-phat,phuong-tan-phu,quan-7,thanh-pho-ho-chi-minh,195696,182215,180175,99.0,2,4000000000.0,bds,40404040.4040404
16809,brg-diamond-residence,duong-le-van-luong,phuong-nhan-chinh,quan-thanh-xuan,thanh-pho-ha-noi,195354,150965,148873,105.0,-1,5775000000.0,bds,55000000.0
16810,hateco-hoang-mai,nan,phuong-yen-so,quan-hoang-mai,thanh-pho-ha-noi,195353,150379,148873,105.0,3,3250000000.0,bds,30952380.95238095
16812,royal-city,duong-nguyen-trai,phuong-thuong-dinh,quan-thanh-xuan,thanh-pho-ha-noi,195355,150965,148873,101.8,2,6300000000.0,bds,61886051.0805501
16813,the-legend-tower-109-nguyen-tuan,duong-nguyen-tuan,phuong-thanh-xuan-trung,quan-thanh-xuan,thanh-pho-ha-noi,195358,150965,148873,75.0,2,4875000000.0,bds,65000000.0
16816,one-verandah-mapletree,duong-bat-nan,phuong-thanh-my-loi,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772620,772629,180175,81.02,2,6500000000.0,bds,80227104.41866206
16818,stown-thu-duc,duong-binh-chieu,phuong-binh-chieu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772586,772629,180175,65.0,2,1900000000.0,bds,29230769.230769232
16822,viet-duc-complex,duong-khuat-duy-tien,phuong-nhan-chinh,quan-thanh-xuan,thanh-pho-ha-noi,195354,150965,148873,103.0,3,4500000000.0,bds,43689320.38834952
16828,sun-square,duong-le-duc-tho,phuong-my-dinh-2,quan-nam-tu-liem,thanh-pho-ha-noi,195373,150671,148873,260.0,5,9000000000.0,bds,34615384.615384616
16829,celadon-city,duong-n1,phuong-son-ky,quan-tan-phu,thanh-pho-ho-chi-minh,195545,184080,180175,63.0,2,2840000000.0,bds,45079365.07936508
16830,indochina-plaza-hanoi,duong-xuan-thuy,phuong-dich-vong-hau,quan-cau-giay,thanh-pho-ha-noi,195295,149252,148873,116.6,3,5900000000.0,bds,50600343.053173244
16831,vinhomes-metropolis-lieu-giai,pho-lieu-giai,phuong-ngoc-khanh,quan-ba-dinh,thanh-pho-ha-noi,195248,148874,148873,132.0,3,15000000000.0,bds,113636363.63636364
16835,celadon-city,duong-n4,phuong-son-ky,quan-tan-phu,thanh-pho-ho-chi-minh,195545,184080,180175,104.0,3,4300000000.0,bds,41346153.84615385
16836,him-lam-riverside,duong-hoang-trong-mau,phuong-tan-hung,quan-7,thanh-pho-ho-chi-minh,195692,182215,180175,100.0,2,4150000000.000001,bds,41500000.00000001
16838,nan,nan,phuong-tay-thanh,quan-tan-phu,thanh-pho-ho-chi-minh,195544,184080,180175,128.0,3,5250000000.0,bds,41015625.0
16840,the-infiniti-riviera-point,duong-huynh-tan-phat,phuong-tan-phu,quan-7,thanh-pho-ho-chi-minh,195696,182215,180175,92.0,2,4950000000.0,bds,53804347.82608695
16844,topaz-garden,duong-trinh-dinh-thao,phuong-hoa-thanh,quan-tan-phu,thanh-pho-ho-chi-minh,195551,184080,180175,75.0,2,2450000000.0,bds,32666666.666666668
16851,hoang-thanh-pearl,duong-nguyen-van-giap,phuong-cau-dien,quan-nam-tu-liem,thanh-pho-ha-noi,195369,150671,148873,80.0,2,4000000000.0,bds,50000000.0
16852,vinhomes-ocean-park-gia-lam,nan,xa-duong-xa,huyen-gia-lam,thanh-pho-ha-noi,151556,151480,148873,43.2,1,1480000000.0,bds,34259259.259259254
